original_sentence,processed_sentence,target,top1_prediction,top3_predictions
无奈 被 <CL> 小 <h>女孩</h> 给 喝 倒 了,无奈 被 [MASK] 小 女孩 给 喝 倒 了,个,个,"个, 位, 家"
只 想 问 一 <CL> <h>故人</h> 可 安好 ?,只 想 问 一 [MASK] 故人 可 安好 ?,句,句,"句, 声, 下"
"年终 奖 什么 时候 才 能 到手 啊 , 缺 钱 , 缺 钱 , 银行 里 还 有 一 大 <CL> <h>债</h> 等 着 还 那","年终 奖 什么 时候 才 能 到手 啊 , 缺 钱 , 缺 钱 , 银行 里 还 有 一 大 [MASK] 债 等 着 还 那",堆,堆,"堆, 笔, 把"
"于是 我 接着 说 : “ 我们 本来 的 地球 是 在 一个 宇宙 里 , ‘ 克丽丝汀 号 ’ 到 达 了 那个 宇宙 的 边缘 , 也 就 是 那 <CL> 黑色 的 带状 <h>物</h> 。","于是 我 接着 说 : “ 我们 本来 的 地球 是 在 一个 宇宙 里 , ‘ 克丽丝汀 号 ’ 到 达 了 那个 宇宙 的 边缘 , 也 就 是 那 [MASK] 黑色 的 带状 物 。",条,个,"个, 些, 种"
印度 要求 5 <CL> 外国 <h>记者</h> 离开 克什米尔,印度 要求 5 [MASK] 外国 记者 离开 克什米尔,名,名,"名, 位, 个"
"上 周 925 播放 了 品冠 的 后来 的 我们 , 今天 是 起床 , 这 <CL> <h>概率</h> 很 小 , 而 对 我 有 特殊 意义 的 起床 很少 有 人 知道 。","上 周 925 播放 了 品冠 的 后来 的 我们 , 今天 是 起床 , 这 [MASK] 概率 很 小 , 而 对 我 有 特殊 意义 的 起床 很少 有 人 知道 。",种,个,"个, 种, 次"
"记录 一下 , 第一 <CL> 工作 <h>电话</h> , 颜 。","记录 一下 , 第一 [MASK] 工作 电话 , 颜 。",个,个,"个, 次, 条"
斗 <CL> <h>地主</h> 我 容易 吗 ?,斗 [MASK] 地主 我 容易 吗 ?,个,级,"级, 个, 名"
"看到 董卿 报幕 说 , 接下来 为 大家 带来 一 <CL> 充满 激情 的 <h>表演</h> 。","看到 董卿 报幕 说 , 接下来 为 大家 带来 一 [MASK] 充满 激情 的 表演 。",段,场,"场, 个, 次"
"失眠 了 , 昨天 的 一 <CL> <h>谈话</h> , 让 我 倍感 压力 之 大 。","失眠 了 , 昨天 的 一 [MASK] 谈话 , 让 我 倍感 压力 之 大 。",席,次,"次, 个, 段"
"新 中国 成立 , 1949 年 9 月 27 日 , 在 中国 人民 政治 协商 <h>会议</h> 第一 <CL> 全体 会议 上 , 通过 使用 世界 上 通用 的 公历 纪元 , 把 公历 的 元月 一日 定为 元旦 , 俗称 阳历年 。","新 中国 成立 , 1949 年 9 月 27 日 , 在 中国 人民 政治 协商 会议 第一 [MASK] 全体 会议 上 , 通过 使用 世界 上 通用 的 公历 纪元 , 把 公历 的 元月 一日 定为 元旦 , 俗称 阳历年 。",届,届,"届, 次, 回"
董卿 第三 <CL> <h>衣服</h> 了,董卿 第三 [MASK] 衣服 了,套,件,"件, 套, 身"
再 推荐 一 <CL> 独立 乐队 <h>Cults</h> 。,再 推荐 一 [MASK] 独立 乐队 Cults 。,个,个,"个, 些, 下"
皇冠 信誉 健维士 水 夫人 润年 大豆 异 黄酮 同时 补钙 送 30 <CL> <h>羊</h> 胎素 6000,皇冠 信誉 健维士 水 夫人 润年 大豆 异 黄酮 同时 补钙 送 30 [MASK] 羊 胎素 6000,粒,粒,"粒, 颗, 片"
"有 好些 同学 , 真的 要 想 一 <CL> 才 <h>能</h> 对 上号 , 惭愧 啊 。","有 好些 同学 , 真的 要 想 一 [MASK] 才 能 对 上号 , 惭愧 啊 。",阵,下,"下, 点, 些"
"跟 我 说 这 <CL> <h>话</h> 的 人 , 你 还 记得 吗 ?","跟 我 说 这 [MASK] 话 的 人 , 你 还 记得 吗 ?",句,些,"些, 句, 种"
"坐 班车 时 碰见 一 <CL> <h>学生</h> , 结果 更 一 衣 时 边上 一 人 问 我 你 是 倪老师 吗 我 是 向东 的 学生 。","坐 班车 时 碰见 一 [MASK] 学生 , 结果 更 一 衣 时 边上 一 人 问 我 你 是 倪老师 吗 我 是 向东 的 学生 。",批,个,"个, 位, 群"
"下午 加 了 点 奶粉 , 夜 里 睡 半 小时 就 醒 , 还 常 放屁 , 哭闹 要 竖 抱 , 应该 是 消化不良 , 刚 喂 了 半 <CL> 妈咪 <h>爱</h> 。","下午 加 了 点 奶粉 , 夜 里 睡 半 小时 就 醒 , 还 常 放屁 , 哭闹 要 竖 抱 , 应该 是 消化不良 , 刚 喂 了 半 [MASK] 妈咪 爱 。",包,瓶,"瓶, 个, 杯"
"传闻 梁洛施 对 李泽楷 下降 头 , 两 <CL> <h>尸油</h> 分别 擦在 嘴唇 和 舌头 上 。","传闻 梁洛施 对 李泽楷 下降 头 , 两 [MASK] 尸油 分别 擦在 嘴唇 和 舌头 上 。",瓶,瓶,"瓶, 滴, 种"
粉藍色 Powder blue Vaaleansinisi auml Ljusbl aring 粉藍色 是 一 種淡淡 的 素淨 的 顔色給人 一 種憂郁 的 清新 的 感覺 粉藍讓人 感到 心平氣 和 粉藍讓 人 想到 幾近 透明 的 天空 有 一 <CL> <h>純潔</h> 的 雲遮擋,粉藍色 Powder blue Vaaleansinisi auml Ljusbl aring 粉藍色 是 一 種淡淡 的 素淨 的 顔色給人 一 種憂郁 的 清新 的 感覺 粉藍讓人 感到 心平氣 和 粉藍讓 人 想到 幾近 透明 的 天空 有 一 [MASK] 純潔 的 雲遮擋,片,朵,"朵, 片, 些"
"今日 虽然 被 M P 喷 了 一 <CL> <h>口水</h> , 但 也 算是 有所 突破 了 , 虽然 只 是 一 小 步 。","今日 虽然 被 M P 喷 了 一 [MASK] 口水 , 但 也 算是 有所 突破 了 , 虽然 只 是 一 小 步 。",脸,些,"些, 口, 点"
"没有 吃 晚饭 , 喝 了 两 <CL> <h>奶</h> 。","没有 吃 晚饭 , 喝 了 两 [MASK] 奶 。",次,杯,"杯, 瓶, 口"
一 <CL> <h>人</h> 放 在 心 里 琢磨 。,一 [MASK] 人 放 在 心 里 琢磨 。,个,个,"个, 般, 些"
"我删 了 那 <CL> <h>微薄</h> , 不 代表 事情 不 存在 了 !","我删 了 那 [MASK] 微薄 , 不 代表 事情 不 存在 了 !",条,些,"些, 个, 篇"
"看 两 <CL> <h>GA</h> , 我 立刻 觉得 我 又 活 过来 了 。","看 两 [MASK] GA , 我 立刻 觉得 我 又 活 过来 了 。",集,眼,"眼, 张, 次"
姨妈 家 里 的 几 <CL> 呆 <h>鱼</h> 。,姨妈 家 里 的 几 [MASK] 呆 鱼 。,条,条,"条, 只, 个"
你 我 只有 一 <CL> 联络 的 <h>方式</h> !,你 我 只有 一 [MASK] 联络 的 方式 !,种,个,"个, 种, 次"
"早安 面对 阳光 , 忽 的 一 <CL> , <h>飞奔</h> 公司 , 想 着 不 要 迟到 啊 结果 真 没 迟到 !","早安 面对 阳光 , 忽 的 一 [MASK] , 飞奔 公司 , 想 着 不 要 迟到 啊 结果 真 没 迟到 !",声,声,"声, 个, 下"
"当 你 想起 这 <CL> <h>事</h> 不 再 烦恼 或 有 太 多 想法 时 你 就 真的 放下 了 , 开心 开心","当 你 想起 这 [MASK] 事 不 再 烦恼 或 有 太 多 想法 时 你 就 真的 放下 了 , 开心 开心",件,件,"件, 些, 个"
回来 记得 来 <CL> 信息 电话 <h>微博</h> !,回来 记得 来 [MASK] 信息 电话 微博 !,个,个,"个, 发, 回"
"好听 又 好看 的 曲儿 清早 一 听 , 嗨 皮 一 天 自然 卷 坐 在 巷口 的 那 <CL> <h>男女</h>","好听 又 好看 的 曲儿 清早 一 听 , 嗨 皮 一 天 自然 卷 坐 在 巷口 的 那 [MASK] 男女",对,对,"对, 些, 个"
"要 回家 了 , 静静 说 一起 吃 <CL> <h>饭</h> , 是 不 是 要 给 她 说 彭 和 露露 的 事情 , 我 在 纠结 , 是 不 是 该 有 自己 的 小 秘密 ?","要 回家 了 , 静静 说 一起 吃 [MASK] 饭 , 是 不 是 要 给 她 说 彭 和 露露 的 事情 , 我 在 纠结 , 是 不 是 该 有 自己 的 小 秘密 ?",个,个,"个, 顿, 盒"
曩谟 三 满 哆母驮喃阿钵啰 底贺 多 舍娑 曩喃怛侄 他 唵佉佉佉呬 佉呬吽吽 入 嚩啰 入 嚩啰钵 啰入 嚩啰钵 啰入 嚩啰 底瑟姹底瑟姹瑟 致哩 瑟致哩 娑癹吒 娑癹吒 <CL> <h>底迦室</h> 哩曳娑 嚩诃,曩谟 三 满 哆母驮喃阿钵啰 底贺 多 舍娑 曩喃怛侄 他 唵佉佉佉呬 佉呬吽吽 入 嚩啰 入 嚩啰钵 啰入 嚩啰钵 啰入 嚩啰 底瑟姹底瑟姹瑟 致哩 瑟致哩 娑癹吒 娑癹吒 [MASK] 底迦室 哩曳娑 嚩诃,扇,波,"波, 顶, 首"
给 大家 介绍 <CL> 新 <h>护肤品</h> LA MER 海蓝 之 谜,给 大家 介绍 [MASK] 新 护肤品 LA MER 海蓝 之 谜,个,些,"些, 个, 下"
饭店 门囗 发现 一 <CL> <h>鸡</h>,饭店 门囗 发现 一 [MASK] 鸡,只,只,"只, 条, 群"
"看 <CL> <h>视频</h> 都 要 复制 , 搜索 , 找 youku 的 链接 , 打开 。","看 [MASK] 视频 都 要 复制 , 搜索 , 找 youku 的 链接 , 打开 。",个,个,"个, 片, 点"
这么 大 <CL> <h>骨头</h> !,这么 大 [MASK] 骨头 !,个,块,"块, 个, 条"
岁末 了 还 窝 了 一 <CL> <h>火</h>,岁末 了 还 窝 了 一 [MASK] 火,肚子,把,"把, 个, 锅"
"新 一 年 开始 啦 , 我 不 希望 自己 明年 还 是 这个 样子 , 我 会 努力 抓住 每 <CL> <h>机会</h> , 争取 早日 实现 自己 的 短期 目标 !","新 一 年 开始 啦 , 我 不 希望 自己 明年 还 是 这个 样子 , 我 会 努力 抓住 每 [MASK] 机会 , 争取 早日 实现 自己 的 短期 目标 !",次,个,"个, 次, 种"
"在 花园 发现 到 一 <CL> 走动 的 <h>物体</h> 在 草地 上 兜圈圈 , 传说 中 的 晨 运","在 花园 发现 到 一 [MASK] 走动 的 物体 在 草地 上 兜圈圈 , 传说 中 的 晨 运",个,个,"个, 只, 些"
仲要 一 <CL> 假 <h>话话</h> 为 你 好 !,仲要 一 [MASK] 假 话话 为 你 好 !,口,句,"句, 个, 点"
再 丑 也 是 一 <CL> 青春 无敌 的 <h>样子</h> !,再 丑 也 是 一 [MASK] 青春 无敌 的 样子 !,副,副,"副, 个, 种"
"我 竟然 做 了 生命套 , 而且 还 弄 了 <CL> 骑士 <h>护手</h> 。","我 竟然 做 了 生命套 , 而且 还 弄 了 [MASK] 骑士 护手 。",个,个,"个, 只, 条"
真 系 太 多 謝超哥 送 我 噶 12 <CL> <h>粟</h> 一 燒宜家 食剩 4 包咯 哈哈 !,真 系 太 多 謝超哥 送 我 噶 12 [MASK] 粟 一 燒宜家 食剩 4 包咯 哈哈 !,包,包,"包, 味, 粒"
"初一 凌晨 一 <CL> <h>人</h> 不 回家 , 聚众 打麻 将 要 通宵 啊 , 好 尴尬","初一 凌晨 一 [MASK] 人 不 回家 , 聚众 打麻 将 要 通宵 啊 , 好 尴尬",伙,个,"个, 家, 些"
大 清早 的 一 出 小 区 门口 就 看到 一 <CL> <h>尸体</h> 这 算 RP 嘛,大 清早 的 一 出 小 区 门口 就 看到 一 [MASK] 尸体 这 算 RP 嘛,具,具,"具, 堆, 个"
"我 只 能 像 <CL> <h>老人家</h> 一样 瑟瑟 度过 冬天 , 盼望 春天 的 到来 , 春天 来 不 了 , 就 只 能 盼望 尽早 回 广州 了 。","我 只 能 像 [MASK] 老人家 一样 瑟瑟 度过 冬天 , 盼望 春天 的 到来 , 春天 来 不 了 , 就 只 能 盼望 尽早 回 广州 了 。",个,个,"个, 位, 对"
boss 30 哪 <CL> <h>国家</h> 脱口而出 百度 一下 。,boss 30 哪 [MASK] 国家 脱口而出 百度 一下 。,个,个,"个, 些, 种"
"今天 老公 陪我 逛 了 整天 , 结果 买 的 都 是 他 的 东西 我 只 收获 了 一 <CL> <h>美食</h> , 大过 年 的 , 减肥 的 事 回 苏州 再 说 吧","今天 老公 陪我 逛 了 整天 , 结果 买 的 都 是 他 的 东西 我 只 收获 了 一 [MASK] 美食 , 大过 年 的 , 减肥 的 事 回 苏州 再 说 吧",餐,些,"些, 堆, 个"
春卷 吃 <CL> <h>睡觉觉</h>,春卷 吃 [MASK] 睡觉觉,点,餐,"餐, 包, 面"
"距 食 <CL> <h>软糖</h> 食 得 好 狰狞 , 其实 系 米 距 食 太 多 零食 搞 到 无 胃口 食饭 , 但 家姐话 应该 五 关 事 , 系 距 失恋 , 无 胃口 了 。","距 食 [MASK] 软糖 食 得 好 狰狞 , 其实 系 米 距 食 太 多 零食 搞 到 无 胃口 食饭 , 但 家姐话 应该 五 关 事 , 系 距 失恋 , 无 胃口 了 。",粒,粒,"粒, 双, 个"
"好 喜欢 这 <CL> <h>皮肤</h> , 都 来 下载 吧 我 刚 通过 分享 了 搜狗 皮肤 Light year 维尼 夫妇 巧克力 爱 下载 地址","好 喜欢 这 [MASK] 皮肤 , 都 来 下载 吧 我 刚 通过 分享 了 搜狗 皮肤 Light year 维尼 夫妇 巧克力 爱 下载 地址",款,个,"个, 款, 种"
"听 妈妈 电话 听 的 我 真 要 崩溃 了 , 我 心 里 真 快 承受 不 了 了 , 这 <CL> <h>关爱</h> , 我 快 窒息 了","听 妈妈 电话 听 的 我 真 要 崩溃 了 , 我 心 里 真 快 承受 不 了 了 , 这 [MASK] 关爱 , 我 快 窒息 了",种,种,"种, 份, 个"
"面對 強國 的 大 <CL> <h>大款</h> , 狗 與豬 終於 認衰 !","面對 強國 的 大 [MASK] 大款 , 狗 與豬 終於 認衰 !",批,款,"款, 批, 名"
"亲们 , 我 家 最近 人气 关注 度 最高 宝贝 新西兰 品牌 原装 进口 Heitiki 婴幼儿 宝宝 奶粉 二 <CL> 金装包邮 <h>分亨</h> 给 大家 , 有 图 有 真相","亲们 , 我 家 最近 人气 关注 度 最高 宝贝 新西兰 品牌 原装 进口 Heitiki 婴幼儿 宝宝 奶粉 二 [MASK] 金装包邮 分亨 给 大家 , 有 图 有 真相",段,个,"个, 只, 代"
"早上 的 的士 摸样 了 , 拦 了 半 <CL> <h>小时</h> 拦 不 到 , 好不容易 拦 到 , 快要 上 三环 , 手机 又 忘 拿 了 , 又 回去 拿 !","早上 的 的士 摸样 了 , 拦 了 半 [MASK] 小时 拦 不 到 , 好不容易 拦 到 , 快要 上 三环 , 手机 又 忘 拿 了 , 又 回去 拿 !",个,个,"个, 把, 点"
我 爱 丁 先生 156 想 你 的 第三 天 那 <CL> <h>年</h>,我 爱 丁 先生 156 想 你 的 第三 天 那 [MASK] 年,些,个,"个, 些, 样"
"范冰冰 这 <CL> 经典 黑色 <h>组合</h> 凸显 腰身 , 强调 了 S 形 曲线 , 值得 向 大家 推荐 。","范冰冰 这 [MASK] 经典 黑色 组合 凸显 腰身 , 强调 了 S 形 曲线 , 值得 向 大家 推荐 。",身,个,"个, 款, 套"
"剑侠 世界 我 在 电信 吉祥区 葬花吟 武夷山 , 这里 是 五千万 人 的 江湖 , 萝莉御姐 任 你 挑选 , 抱 <CL> <h>妞儿</h> 回家 过冬咯 !","剑侠 世界 我 在 电信 吉祥区 葬花吟 武夷山 , 这里 是 五千万 人 的 江湖 , 萝莉御姐 任 你 挑选 , 抱 [MASK] 妞儿 回家 过冬咯 !",个,个,"个, 起, 点"
这 两 天 粉丝 每 天 一 <CL> <h>人</h>,这 两 天 粉丝 每 天 一 [MASK] 人,个,个,"个, 堆, 班"
"每 <CL> <h>人</h> 身体 棒棒 , 感情 也 顺风 顺水 !","每 [MASK] 人 身体 棒棒 , 感情 也 顺风 顺水 !",个,个,"个, 家, 位"
"可以 说 : 现在 农村 市场 的 现状 一方面 是 疲软 , 另一方面 是 有效 供给 不足 , 形成 这样 一 <CL> <h>局面</h> 的 原因 何在 ?","可以 说 : 现在 农村 市场 的 现状 一方面 是 疲软 , 另一方面 是 有效 供给 不足 , 形成 这样 一 [MASK] 局面 的 原因 何在 ?",种,个,"个, 种, 些"
签阿签阿签阿 可以 噶话 果断 签阿之前 阿里纳斯 就 话 区 想来 LA 啦 老 将 底薪区 都 话 受 如果 真 系 签佐班尼斯 慈世平 阿里纳斯 想象 下 尼 三 <CL> <h>搞</h> 屎棍 系 埋 一齐 会 发生 咩事 分享 图片,签阿签阿签阿 可以 噶话 果断 签阿之前 阿里纳斯 就 话 区 想来 LA 啦 老 将 底薪区 都 话 受 如果 真 系 签佐班尼斯 慈世平 阿里纳斯 想象 下 尼 三 [MASK] 搞 屎棍 系 埋 一齐 会 发生 咩事 分享 图片,件,个,"个, 位, 名"
"咿咿 是 最 下面 的 那 <CL> 大 <h>鸭子</h> , 呀呀 是 上面 的 小 鸭子 。","咿咿 是 最 下面 的 那 [MASK] 大 鸭子 , 呀呀 是 上面 的 小 鸭子 。",个,只,"只, 个, 些"
想起 昨晚 有 人 说 的 关于 光棍 的 一 <CL> <h>话</h> 顿时 觉得 无限 贴切 。,想起 昨晚 有 人 说 的 关于 光棍 的 一 [MASK] 话 顿时 觉得 无限 贴切 。,席,句,"句, 段, 些"
"还 有 妮妮 , 还 有 那 <CL> <h>贤慧</h> 的 男朋友 , 还 想 你们 呀 。","还 有 妮妮 , 还 有 那 [MASK] 贤慧 的 男朋友 , 还 想 你们 呀 。",个,些,"些, 个, 位"
漂亮 女 老师 惨遭 凌辱 www 517 sese info 疯狂 的 石头 走着瞧 追捕 枪王 之 王 万历 首 辅 张居正 黄炎培 追踪 窃听 风云 丑 女 无敌 第二 <CL> 狗 和 <h>狼</h> 的 时间 贝多芬 病毒 民国 往事 小兵 张嘎 Hello 树 先生 岁月 神偷 牛郎 织女 善德女王 红楼 梦 风声 爱情 公寓,漂亮 女 老师 惨遭 凌辱 www 517 sese info 疯狂 的 石头 走着瞧 追捕 枪王 之 王 万历 首 辅 张居正 黄炎培 追踪 窃听 风云 丑 女 无敌 第二 [MASK] 狗 和 狼 的 时间 贝多芬 病毒 民国 往事 小兵 张嘎 Hello 树 先生 岁月 神偷 牛郎 织女 善德女王 红楼 梦 风声 爱情 公寓,季,章,"章, 季, 集"
"需要 一 <CL> 跟 我 一起 奋斗 的 <h>人</h> , 一起 体验 爱情 里 的 酸甜苦辣","需要 一 [MASK] 跟 我 一起 奋斗 的 人 , 一起 体验 爱情 里 的 酸甜苦辣",个,群,"群, 个, 些"
今晚 清网 行动 的 战利品 当时 那 <CL> <h>激动</h> 恐惧 紧张 刺激 啊 想 起来 都 炭炭 zhun,今晚 清网 行动 的 战利品 当时 那 [MASK] 激动 恐惧 紧张 刺激 啊 想 起来 都 炭炭 zhun,个,个,"个, 种, 样"
"万 诗 言 小 妹妹 , 虽然 不 算 倾国 倾城 , 但 别有 一 <CL> <h>风味</h> 。","万 诗 言 小 妹妹 , 虽然 不 算 倾国 倾城 , 但 别有 一 [MASK] 风味 。",番,番,"番, 种, 份"
"微 阅读 周六 下午 , 他 都 会 来 茶楼 点 一 <CL> <h>龙井</h> , 坐 在 二 楼 靠 窗 位子 。","微 阅读 周六 下午 , 他 都 会 来 茶楼 点 一 [MASK] 龙井 , 坐 在 二 楼 靠 窗 位子 。",壶,碗,"碗, 杯, 口"
我 真 想 一 <CL> <h>手机</h> 砸晕 你 !,我 真 想 一 [MASK] 手机 砸晕 你 !,台,个,"个, 部, 台"
"大夫山 山地车 亚运 比赛 路径 够 刺激 , 下 <CL> <h>要</h> 继续 来 挑战 。","大夫山 山地车 亚运 比赛 路径 够 刺激 , 下 [MASK] 要 继续 来 挑战 。",次,次,"次, 回, 面"
"想 创业 容易 , 注册 一 <CL> <h>公司</h> 也 很 简单 , 但 要 活 下去 就 难 了 , 要 做 大 做 强 更 是 难上加难 !","想 创业 容易 , 注册 一 [MASK] 公司 也 很 简单 , 但 要 活 下去 就 难 了 , 要 做 大 做 强 更 是 难上加难 !",个,家,"家, 个, 间"
我 才 买 了 一 <CL> 多 <h>月</h> 的 新 车子 啊 !,我 才 买 了 一 [MASK] 多 月 的 新 车子 啊 !,个,个,"个, 把, 块"
"中 二 <CL> <h>奖</h> , 希望 转运 , 2012 加油 。","中 二 [MASK] 奖 , 希望 转运 , 2012 加油 。",等,等,"等, 头, 码"
若 是 可以 不 想 念 若 是 可以 在 有 那么 一 <CL> 新 的 <h>他</h>,若 是 可以 不 想 念 若 是 可以 在 有 那么 一 [MASK] 新 的 他,个,个,"个, 些, 种"
真 想来 一 <CL> <h>真真正</h> 正 的 旅游 啊 。,真 想来 一 [MASK] 真真正 正 的 旅游 啊 。,次,次,"次, 趟, 场"
我 感觉 我丫 的 离 中风 这 <CL> <h>事</h> 越来越 靠边 了 。,我 感觉 我丫 的 离 中风 这 [MASK] 事 越来越 靠边 了 。,档子,件,"件, 个, 回"
"你 送 祝福 我 送礼 新 的 1 年 开始 , 祝 好 事 接 2 连 3 , 心情 4 <CL> <h>如春</h> , 生活 5 颜 6 色 7 彩 缤纷 , 偶尔 8 点 小 财 , 烦恼 9 霄 云外 , 请 接受 我 10 心 10 意 的 祝福 !","你 送 祝福 我 送礼 新 的 1 年 开始 , 祝 好 事 接 2 连 3 , 心情 4 [MASK] 如春 , 生活 5 颜 6 色 7 彩 缤纷 , 偶尔 8 点 小 财 , 烦恼 9 霄 云外 , 请 接受 我 10 心 10 意 的 祝福 !",季,面,"面, 季, 眼"
而 这 两 <CL> <h>东西</h> 绝 不 允许 他 在 十几 岁 的 年纪 选择 爱情 。,而 这 两 [MASK] 东西 绝 不 允许 他 在 十几 岁 的 年纪 选择 爱情 。,样,样,"样, 个, 种"
感 薄熙 来说 廉洁 是 一 <CL> <h>幸福转</h>,感 薄熙 来说 廉洁 是 一 [MASK] 幸福转,种,种,"种, 份, 个"
分享 圖片 这 <CL> 猫 <h>牛</h> 了 它 看见 什么 啦 两 眼 发 清光 了 南瓜,分享 圖片 这 [MASK] 猫 牛 了 它 看见 什么 啦 两 眼 发 清光 了 南瓜,只,只,"只, 个, 条"
你 的 心 是 一 <CL> <h>墙</h> 。,你 的 心 是 一 [MASK] 墙 。,面,堵,"堵, 面, 道"
各 <CL> <h>吃喝</h> 多 了 !,各 [MASK] 吃喝 多 了 !,种,位,"位, 种, 家"
长 这么 大 还 是 第一 <CL> 小 <h>年夜</h> 没有 和 家人 在一起 过 。,长 这么 大 还 是 第一 [MASK] 小 年夜 没有 和 家人 在一起 过 。,次,次,"次, 个, 届"
第一 <CL> 上 <h>微博</h> 很 高兴,第一 [MASK] 上 微博 很 高兴,次,次,"次, 个, 张"
这 <CL> <h>耗儿</h> 鱼 确实 好 吃 惨,这 [MASK] 耗儿 鱼 确实 好 吃 惨,家,个,"个, 道, 种"
"这 <CL> 国际 <h>礼拜堂</h> 的 圣诞树 , 是 我 今年 见 过 最 美 的 可惜 照片 拍 不 出 它 的 美感 , 只 能 将 就 着 看看","这 [MASK] 国际 礼拜堂 的 圣诞树 , 是 我 今年 见 过 最 美 的 可惜 照片 拍 不 出 它 的 美感 , 只 能 将 就 着 看看",棵,个,"个, 座, 家"
